"COD_DIAGNOSTICO","DES_DIAGNOSTICO","DTA_DESACTIVO","COD_VERDIAG","DES_DIAGNOSTICO_LONGA","DIAG_PAI","DIAG_MODULOS"
"4928","ENFISEMA NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","ENFISEMA NAO CLASSIFICAVEL EM OUTRA PARTE","492",""
"4780","HIPERTROFIA DOS CORNETOS NASAIS",,"ICD9","HIPERTROFIA DOS CORNETOS NASAIS","478",""
"47820","DOENCA DA FARINGE SOE",,"ICD9","DOENCA DA FARINGE SOE","4782",""
"8120","FRACTURA DO UMERO, EXTREMIDADE SUPERIOR, FECHADA",,"ICD9","FRACTURA DO UMERO, EXTREMIDADE SUPERIOR, FECHADA","812",""
"81201","FRACTURA DO COLO CIRURGICO DO UMERO, FECHADA",,"ICD9","FRACTURA DO COLO CIRURGICO DO UMERO, FECHADA","8120",""
"8130","FRACTURA FECHADA DO RADIO E DO CUBITO, EXTREMIDADE SUPERIOR",,"ICD9","FRACTURA FECHADA DO RADIO E DO CUBITO, EXTREMIDADE SUPERIOR","813",""
"81301","FRACTURA FECHADA DO OLECRANEO (CUBITO)",,"ICD9","FRACTURA FECHADA DO OLECRANEO (CUBITO)","8130",""
"5190","COMPLICACAO DE TRAQUEOSTOMIA",,"ICD9","COMPLICACAO DE TRAQUEOSTOMIA","519",""
"5191","DOENCAS DA TRAQUEIA E BRONQUIOS, NCOP",,"ICD9","DOENCAS DA TRAQUEIA E BRONQUIOS, NCOP","519",""
"5209","TRANSTORNOS DO DESENVOLVIMENTO E ERUPCAO DOS DENTES SOE",,"ICD9","TRANSTORNOS DO DESENVOLVIMENTO E ERUPCAO DOS DENTES SOE","520",""
"5219","DOENCAS DOS TECIDOS DENTARIOS DUROS SOE",,"ICD9","DOENCAS DOS TECIDOS DENTARIOS DUROS SOE","521",""
"5225","ABCESSO PERIAPICAL [DENTARIO] SEM CAVIDADE [FISTULA]",,"ICD9","ABCESSO PERIAPICAL [DENTARIO] SEM CAVIDADE [FISTULA]","522",""
"3482","HIPERTENSAO INTRACRANIANA BENIGNA",,"ICD9","HIPERTENSAO INTRACRANIANA BENIGNA","348",""
"9495","QUEIMADURA TERC.GRAU PROF. (NECROSE TEC.SUBJACENTES) C/PERDA PARTE CO",,"ICD9","QUEIMADURA TERC.GRAU PROF. (NECROSE TEC.SUBJACENTES) C/PERDA PARTE CO","949",""
"7138","ARTROPATIA ASSOCIADA A AFECCOES NCOP",,"ICD9","ARTROPATIA ASSOCIADA A AFECCOES NCOP","713",""
"7140","ARTRITE REUMATOIDE",,"ICD9","ARTRITE REUMATOIDE","714",""
"71510","OSTEOARTROSE LOCALIZADA PRIMARIA DE LOCALIZACAO NAO ESPECIFICADA",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA DE LOCALIZACAO NAO ESPECIFICADA","7151",""
"71513","OSTEOARTROSE LOCALIZADA PRIMARIA NO ANTEBRACO",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NO ANTEBRACO","7151",""
"7220","DESLOCAMENTO DE DISCO INTERVERTEBRAL CERVICAL, SEM MIELOPATIA",,"ICD9","DESLOCAMENTO DE DISCO INTERVERTEBRAL CERVICAL, SEM MIELOPATIA","722",""
"7221","DESLOCAMENTO DO DISCO INTERVERTEBRAL TORACICO OU LOMBAR SEM MIELOPATIA",,"ICD9","DESLOCAMENTO DO DISCO INTERVERTEBRAL TORACICO OU LOMBAR SEM MIELOPATIA","722",""
"7222","DESLOCAMENTO DE DISCO INTERVERTEBRAL, LOCAL NAO ESPECIFICADO, S/MIELOPATIA",,"ICD9","DESLOCAMENTO DE DISCO INTERVERTEBRAL, LOCAL NAO ESPECIFICADO, S/MIELOPATIA","722",""
"7224","DEGENERACAO DE DISCO INTERVERTEBRAL CERVICAL",,"ICD9","DEGENERACAO DE DISCO INTERVERTEBRAL CERVICAL","722",""
"7226","DEGENERACAO DE DISCO INTERVERTEBRAL NAO ESPECIFICADO",,"ICD9","DEGENERACAO DE DISCO INTERVERTEBRAL NAO ESPECIFICADO","722",""
"72270","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO NAO ESPECIFICADA",,"ICD9","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO NAO ESPECIFICADA","7227",""
"72272","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO TORACICA",,"ICD9","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO TORACICA","7227",""
"7217","ESPONDILOPATIA TRAUMATICA",,"ICD9","ESPONDILOPATIA TRAUMATICA","721",""
"7232","SINDROMO CERVICOCRANIANO",,"ICD9","SINDROMO CERVICOCRANIANO","723",""
"7240","ESTENOSE DA COLUNA VERTEBRAL EXCEPTO REGIAO CERVICAL",,"ICD9","ESTENOSE DA COLUNA VERTEBRAL EXCEPTO REGIAO CERVICAL","724",""
"72402","ESTENOSE COLUNA VERTEBRAL REGIAO LOMBAR",,"ICD9","ESTENOSE COLUNA VERTEBRAL REGIAO LOMBAR","7240",""
"7243","CIATICA",,"ICD9","CIATICA","724",""
"7246","TRANSTORNOS DO OSSO SACRO",,"ICD9","TRANSTORNOS DO OSSO SACRO","724",""
"72619","TRANSTORNOS BOLSAS E TENDOES-REGIAO OMBRO NCOP",,"ICD9","TRANSTORNOS BOLSAS E TENDOES-REGIAO OMBRO NCOP","7261",""
"72633","BURSITE DO OLECRANIO",,"ICD9","BURSITE DO OLECRANIO","7263",""
"72639","ENTESOPATIA NA REGIAO COTOVELO NCOP",,"ICD9","ENTESOPATIA NA REGIAO COTOVELO NCOP","7263",""
"7265","ENTESOPATIA DA REGIAO DA ANCA",,"ICD9","ENTESOPATIA DA REGIAO DA ANCA","726",""
"72664","TENDINITE PATELAR",,"ICD9","TENDINITE PATELAR","7266",""
"72671","BURSITE OU TENDINITE DE AQUILES",,"ICD9","BURSITE OU TENDINITE DE AQUILES","7267",""
"72273","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO LOMBAR",,"ICD9","TRANSTORNO DISCO INTERVERTEBRAL COM MIELOPATIA - REGIAO LOMBAR","7227",""
"33510","ATROFIA MUSCULAR ESPINHAL SOE",,"ICD9","ATROFIA MUSCULAR ESPINHAL SOE","3351",""
"3430","PARALISIA CEREBRAL INFANTIL-DIPLEGICA",,"ICD9","PARALISIA CEREBRAL INFANTIL-DIPLEGICA","343",""
"3439","PARALISIA CEREBRAL INFANTIL SOE",,"ICD9","PARALISIA CEREBRAL INFANTIL SOE","343",""
"3442","DIPLEGIA DOS MEMBROS SUPERIORES",,"ICD9","DIPLEGIA DOS MEMBROS SUPERIORES","344",""
"34981","RINORREIA DE FLUIDO CEREBROESPINAL",,"ICD9","RINORREIA DE FLUIDO CEREBROESPINAL","3498",""
"34989","TRANSTORNOS DO SISTEMA NERVOSO NCOP",,"ICD9","TRANSTORNOS DO SISTEMA NERVOSO NCOP","3498",""
"3519","TRANSTORNOS DO NERVO FACIAL SOE",,"ICD9","TRANSTORNOS DO NERVO FACIAL SOE","351",""
"3522","TRANSTORNOS DO NERVO GLOSSOFARINGEO [9 PAR], NCOP",,"ICD9","TRANSTORNOS DO NERVO GLOSSOFARINGEO [9 PAR], NCOP","352",""
"36030","HIPOTONIA DO OLHO SOE",,"ICD9","HIPOTONIA DO OLHO SOE","3603",""
"36033","HIPOTONIA ASSOCIADA A TRANSTORNOS OCULARES NCOP",,"ICD9","HIPOTONIA ASSOCIADA A TRANSTORNOS OCULARES NCOP","3603",""
"354","MONONEURITE DO MEMBRO SUPERIOR E MONONEURITES MULTIPLAS",,"ICD9","MONONEURITE DO MEMBRO SUPERIOR E MONONEURITES MULTIPLAS","32",""
"3543","LESOES DO NERVO RADIAL",,"ICD9","LESOES DO NERVO RADIAL","354",""
"3548","MONONEURITES DO MEMBRO SUPERIOR NCOP",,"ICD9","MONONEURITES DO MEMBRO SUPERIOR NCOP","354",""
"71515","OSTEOARTROSE LOCALIZADA PRIMARIA NA REGIAO PELVICA E COXA",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NA REGIAO PELVICA E COXA","7151",""
"71517","OSTEOARTROSE LOCALIZADA PRIMARIA NO TORNOZELO E PE",,"ICD9","OSTEOARTROSE LOCALIZADA PRIMARIA NO TORNOZELO E PE","7151",""
"71525","OSTEOARTROSE LOCALIZADA SECUNDARIA NA REGIAO PELVICA E COXA",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NA REGIAO PELVICA E COXA","7152",""
"71527","OSTEOARTROSE LOCALIZADA SECUNDARIA NO TORNOZELO E PE",,"ICD9","OSTEOARTROSE LOCALIZADA SECUNDARIA NO TORNOZELO E PE","7152",""
"71535","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NA REGIAO PELVICA/CO",,"ICD9","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NA REGIAO PELVICA/CO","7153",""
"71537","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NO TORNOZELO E PE",,"ICD9","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NO TORNOZELO E PE","7153",""
"71597","OSTEOARTROSE S/ESPECIFICACAO DE GENERAL. OU LOCALIZ. NO TORNOZELO E PE",,"ICD9","OSTEOARTROSE S/ESPECIFICACAO DE GENERAL. OU LOCALIZ. NO TORNOZELO E PE","7159",""
"V5971","DADORA DE OVO (OVOCITO) (OVUM), IDADE INFERIOR A 35 ANOS, RECIPIENTE ANONIMA",,"ICD9","DADORA DE OVO (OVOCITO) (OVUM), IDADE INFERIOR A 35 ANOS, RECIPIENTE ANONIMA","V597",""
"23332","CARCINOMA IN SITU DA VULVA",,"ICD9","CARCINOMA IN SITU DA VULVA","2333",""
"38905","SURDEZ DE CONDUCAO, UNILATERAL",,"ICD9","SURDEZ DE CONDUCAO, UNILATERAL","3890",""
"38920","SURDEZ MISTA DE CONDUCAO E NEURO-SENSORIAL, SOE",,"ICD9","SURDEZ MISTA DE CONDUCAO E NEURO-SENSORIAL, SOE","3892",""
"4404","OCLUSAO TOTAL CRONICA DE ARTERIAS DAS EXTREMIDADES",,"ICD9","OCLUSAO TOTAL CRONICA DE ARTERIAS DAS EXTREMIDADES","440",""
"56943","RASGADURA DO ESFINCTER ANAL (CICATRIZADA) (ANTIGA)",,"ICD9","RASGADURA DO ESFINCTER ANAL (CICATRIZADA) (ANTIGA)","5694",""
"62402","NEOPLASIA VULVAR INTRAEPITELIAL II [VIN II]",,"ICD9","NEOPLASIA VULVAR INTRAEPITELIAL II [VIN II]","6240",""
"V1254","HISTORIA PESSOAL DE ACIDENTE ISQUEMICO TRANSITORIO E ENFARTE CEREBRAL S/SEQUELAS",,"ICD9","HISTORIA PESSOAL DE ACIDENTE ISQUEMICO TRANSITORIO E ENFARTE CEREBRAL S/SEQUELAS","V125",""
"V2504","ACONSELHAMENTO E ORIENTACOES EM PLANEAMENTO FAMILIAR NATURAL P/ EVITAR GRAVIDEZ",,"ICD9","ACONSELHAMENTO E ORIENTACOES EM PLANEAMENTO FAMILIAR NATURAL P/ EVITAR GRAVIDEZ","V250",""
"1561","NEOPLASIA MALIGNA DAS VIAS BILIARES EXTRA-HEPATICAS",,"ICD9","NEOPLASIA MALIGNA DAS VIAS BILIARES EXTRA-HEPATICAS","156",""
"36241","RETINOPATIA CENTRAL-SEROSA",,"ICD9","RETINOPATIA CENTRAL-SEROSA","3624",""
"5969","AFECCOES DA BEXIGA SOE",,"ICD9","AFECCOES DA BEXIGA SOE","596",""
"36514","GLAUCOMA DA INFANCIA",,"ICD9","GLAUCOMA DA INFANCIA","3651",""
"36600","CATARATA NAO SENIL SOE",,"ICD9","CATARATA NAO SENIL SOE","3660",""
"6102","FIBROADENOSE DA MAMA",,"ICD9","FIBROADENOSE DA MAMA","610",""
"6163","ABCESSO DE GLANDULA DE BARTHOLIN",,"ICD9","ABCESSO DE GLANDULA DE BARTHOLIN","616",""
"6209","TRANSTORNO N/INFLAMATORIO OVARIO, TROMPA DE FALOPIO OU LIGAMENTO LARGO, SOE",,"ICD9","TRANSTORNO N/INFLAMATORIO OVARIO, TROMPA DE FALOPIO OU LIGAMENTO LARGO, SOE","620",""
"36650","POS-CATARATA SOE",,"ICD9","POS-CATARATA SOE","3665",""
"3674","PRESBIOPIA",,"ICD9","PRESBIOPIA","367",""
"V524","ADMISSAO PARA COLOCACAO E AJUSTE DE PROTESE OU IMPLANTE MAMARIO",,"ICD9","ADMISSAO PARA COLOCACAO E AJUSTE DE PROTESE OU IMPLANTE MAMARIO","V52",""
"3724","PTERIGIO",,"ICD9","PTERIGIO","372",""
"64251","PRE-ECLAMPSIA SEVERA, PARTO REFERENCIADO, COM OU SEM MENCAO DE CONDICAO ANTEPART",,"ICD9","PRE-ECLAMPSIA SEVERA, PARTO REFERENCIADO, COM OU SEM MENCAO DE CONDICAO ANTEPART","6425",""
"2104","NEOPLASIA BENIGNA DA BOCA, PARTES NCOP OU NAO ESPECIFICADAS",,"ICD9","NEOPLASIA BENIGNA DA BOCA, PARTES NCOP OU NAO ESPECIFICADAS","210",""
"2168","NEOPLASIA BENIGNA DA PELE, LOCALIZACAO NCOP",,"ICD9","NEOPLASIA BENIGNA DA PELE, LOCALIZACAO NCOP","216",""
"2362","NEOPLASIA DE COMPORTAMENTO INCERTO DO OVARIO",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DO OVARIO","236",""
"37931","AFAQUIA (CRISTALINO)",,"ICD9","AFAQUIA (CRISTALINO)","3793",""
"37832","HIPOTROPIA",,"ICD9","HIPOTROPIA","3783",""
"2306","CARCINOMA IN SITU DO ANUS, SOE",,"ICD9","CARCINOMA IN SITU DO ANUS, SOE","230",""
"0151","TUBERCULOSE DA ANCA",,"ICD9","TUBERCULOSE DA ANCA","015",""
"65261","GESTACAO MULTIPLA C/ MA APRESENT. UM/MAIS FETOS C/PARTO REFER.C/S/MENCAO COND.AN",,"ICD9","GESTACAO MULTIPLA C/ MA APRESENT. UM/MAIS FETOS C/PARTO REFER.C/S/MENCAO COND.AN","6526",""
"2775","MUCOPOLISSACARIDOSE",,"ICD9","MUCOPOLISSACARIDOSE","277",""
"47825","EDEMA DA FARINGE OU NASOFARINGE",,"ICD9","EDEMA DA FARINGE OU NASOFARINGE","4782",""
"5226","PERIODONTITE [DENTARIA] CRONICA APICAL",,"ICD9","PERIODONTITE [DENTARIA] CRONICA APICAL","522",""
"5235","PERIODONTOSE",,"ICD9","PERIODONTOSE","523",""
"5439","DOENCAS DO APENDICE, NCOP OU NAO ESPECIFICADAS",,"ICD9","DOENCAS DO APENDICE, NCOP OU NAO ESPECIFICADAS","543",""
"55320","HERNIA VENTRAL NAO ESPECIFICADA, SEM MENCAO DE OBSTRUCAO OU GANGRENA",,"ICD9","HERNIA VENTRAL NAO ESPECIFICADA, SEM MENCAO DE OBSTRUCAO OU GANGRENA","5532",""
"3313","HIDROCEFALIA COMUNICANTE",,"ICD9","HIDROCEFALIA COMUNICANTE","331",""
"3542","LESOES DO NERVO CUBITAL",,"ICD9","LESOES DO NERVO CUBITAL","354",""
"57400","LITIASE DA VESICULA BILIAR COM COLECISTITE AGUDA, SEM OBSTRUCAO",,"ICD9","LITIASE DA VESICULA BILIAR COM COLECISTITE AGUDA, SEM OBSTRUCAO","5740",""
"73314","FRACTURA PATOLOGICA DO COLO DO FEMUR",,"ICD9","FRACTURA PATOLOGICA DO COLO DO FEMUR","7331",""
"75321","OBSTRUCAO CONGENITA DA JUNCAO URETERO-PIELICA",,"ICD9","OBSTRUCAO CONGENITA DA JUNCAO URETERO-PIELICA","7532",""
"71536","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NA PERNA",,"ICD9","OSTEOARTROSE LOCALIZADA S/ESPECIFICACAO PRIMARIA/SECUNDARIA NA PERNA","7153",""
"81600","FRACTURA DE FALANGE(S) DA MAO, SOE, FECHADA",,"ICD9","FRACTURA DE FALANGE(S) DA MAO, SOE, FECHADA","8160",""
"82380","FRACTURA DA TIBIA, LOCAL NAO ESPECIFICADO, FECHADA",,"ICD9","FRACTURA DA TIBIA, LOCAL NAO ESPECIFICADO, FECHADA","8238",""
"71952","RIGIDEZ ARTICULAR NCOP NO BRACO",,"ICD9","RIGIDEZ ARTICULAR NCOP NO BRACO","7195",""
"1530","NEOPLASIA MALIGNA DO ANGULO HEPATICO DO COLON",,"ICD9","NEOPLASIA MALIGNA DO ANGULO HEPATICO DO COLON","153",""
"73010","OSTEOMIELITE CRONICA LOCALIZACAO NAO ESPECIFICADA",,"ICD9","OSTEOMIELITE CRONICA LOCALIZACAO NAO ESPECIFICADA","7301",""
"74345","ANIRIDIA",,"ICD9","ANIRIDIA","7434",""
"V103","HISTORIA PESSOAL DE NEOPLASIA MALIGNA DA MAMA",,"ICD9","HISTORIA PESSOAL DE NEOPLASIA MALIGNA DA MAMA","V10",""
"75462","TALIPES CALCANEOVALGUS",,"ICD9","TALIPES CALCANEOVALGUS","7546",""
"75511","SINDACTILIA DE DEDOS DA MAO SEM FUSAO OSSEA",,"ICD9","SINDACTILIA DE DEDOS DA MAO SEM FUSAO OSSEA","7551",""
"9052","EFEITOS TARDIOS DE FRACTURA DAS EXTREMIDADES SUPERIORES",,"ICD9","EFEITOS TARDIOS DE FRACTURA DAS EXTREMIDADES SUPERIORES","905",""
"9157","CORPO ESTRANHO SUPERF.(ESTILHACO),C/INFECCAO DE UM VARIOS DEDOS DA MAO",,"ICD9","CORPO ESTRANHO SUPERF.(ESTILHACO),C/INFECCAO DE UM VARIOS DEDOS DA MAO","915",""
"52103","CARIES DENTARIAS - POLPA",,"ICD9","CARIES DENTARIAS - POLPA","5210",""
"60000","HIPRERTROFIA BENIGNA DA PROSTATA, SEM OBSTRUC?O URINARIA",,"ICD9","HIPRERTROFIA BENIGNA DA PROSTATA, SEM OBSTRUC?O URINARIA","6000",""
"V5401","REMOC?O DE DISPODITIVO DE FIXAC?O INTERNA",,"ICD9","REMOC?O DE DISPODITIVO DE FIXAC?O INTERNA","V540",""
"60822","TORCAO INTRAVAGINAL DO CORDAO ESPERMATICO",,"ICD9","TORCAO INTRAVAGINAL DO CORDAO ESPERMATICO","6082",""
"99640","COMPLICACAO MECANICA N/ESPEC DISPOSITIVO INTERNO, IMPLANTE OU ENXERTO ORTOPEDICO",,"ICD9","COMPLICACAO MECANICA N/ESPEC DISPOSITIVO INTERNO, IMPLANTE OU ENXERTO ORTOPEDICO","9964",""
"52324","RETRACCAO GENGIVAL, LOCALIZADA",,"ICD9","RETRACCAO GENGIVAL, LOCALIZADA","5232",""
"52420","ANOMALIA NAO ESPECIFICADA DAS RELACOES ENTRE AS ARCADAS DENTARIAS",,"ICD9","ANOMALIA NAO ESPECIFICADA DAS RELACOES ENTRE AS ARCADAS DENTARIAS","5242",""
"52423","MA-OCLUSAO DE ANGLE, CLASSE III",,"ICD9","MA-OCLUSAO DE ANGLE, CLASSE III","5242",""
"52430","ANOMALIA NAO ESPECIFICADA DA POSICAO DOS DENTES",,"ICD9","ANOMALIA NAO ESPECIFICADA DA POSICAO DOS DENTES","5243",""
"52439","ANOMALIAS DA POSICAO DOS DENTES, NAO CLASSIFICADAS EM OUTRA PARTE",,"ICD9","ANOMALIAS DA POSICAO DOS DENTES, NAO CLASSIFICADAS EM OUTRA PARTE","5243",""
"52464","RUIDO NA ARTICULACAO TEMPORO-MANDIBULAR NA ABERTURA E/OU ENCERRAMENTO DA MANDIB.",,"ICD9","RUIDO NA ARTICULACAO TEMPORO-MANDIBULAR NA ABERTURA E/OU ENCERRAMENTO DA MANDIB.","5246",""
"52481","ANOMALIAS DENTOFACIAIS ESPECIF. NCOP, COMPROMISSO DOS TECIDOS MOLES ANTERIORES",,"ICD9","ANOMALIAS DENTOFACIAIS ESPECIF. NCOP, COMPROMISSO DOS TECIDOS MOLES ANTERIORES","5248",""
"V518","CUIDADOS POSTERIORES ENVOLVENDO O USO DE CIRURGIA PLASTICA, NCOP",,"ICD9","CUIDADOS POSTERIORES ENVOLVENDO O USO DE CIRURGIA PLASTICA, NCOP","V51",""
"8715","PENETRACAO DO GLOBO OCULAR COM CORPO ESTRANHO MAGNETICO",,"ICD9","PENETRACAO DO GLOBO OCULAR COM CORPO ESTRANHO MAGNETICO","871",""
"7842","INCHACO, MASSA OU PROTUBERANCIA NA CABECA E NO PESCOCO",,"ICD9","INCHACO, MASSA OU PROTUBERANCIA NA CABECA E NO PESCOCO","784",""
"7893","INCHACO, MASSA OU PROTUBERANCIA ABDOMINAL OU PELVICA",,"ICD9","INCHACO, MASSA OU PROTUBERANCIA ABDOMINAL OU PELVICA","789",""
"7876","INCONTINENCIA FECAL",,"ICD9","INCONTINENCIA FECAL","787",""
"59689","PERTURBACOES ESPECIFICADAS DA BEXIGA NCOP",,"ICD9","PERTURBACOES ESPECIFICADAS DA BEXIGA NCOP","5968",""
"62932","EXPOSICAO DE REDE VAGINAL IMPLANTADA E/OU DE OUTROS MATERIAIS PROTETICOS NA VAGINA",,"ICD9","EXPOSICAO DE REDE VAGINAL IMPLANTADA E/OU DE OUTROS MATERIAIS PROTETICOS NA VAGINA","6293",""
"72613","RASGADURA PARCIAL DA COIFA DOS ROTADORES",,"ICD9","RASGADURA PARCIAL DA COIFA DOS ROTADORES","7261",""
"99951","REACCAO A SORO, NCOP, DEVIDA A ADMINISTRACAO DE SANGUE E PRODUTOS SANGUINEOS",,"ICD9","REACCAO A SORO, NCOP, DEVIDA A ADMINISTRACAO DE SANGUE E PRODUTOS SANGUINEOS","9995",""
"V1229","HISTORIA PESSOAL DE PERTURBACOES ENDOCRINAS, METABOLICAS E DA IMUNIDADE",,"ICD9","HISTORIA PESSOAL DE PERTURBACOES ENDOCRINAS, METABOLICAS E DA IMUNIDADE","V122",""
"V8401","SUSCEPTIBILIDADE GENETICA A NEOPLASIA MALIGNA DA MAMA",,"ICD9","SUSCEPTIBILIDADE GENETICA A NEOPLASIA MALIGNA DA MAMA","V840",""
"23879","NEOPLASIA DE COMPORTAMENTO INCERTO DE TECIDOS LINFATICOS E HEMATOPOIETICOS NCOP",,"ICD9","NEOPLASIA DE COMPORTAMENTO INCERTO DE TECIDOS LINFATICOS E HEMATOPOIETICOS NCOP","2387",""
"27730","AMILOIDOSE, NAO ESPECIFICADA",,"ICD9","AMILOIDOSE, NAO ESPECIFICADA","2773",""
"27739","AMILOIDOSE NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","AMILOIDOSE NAO CLASSIFICAVEL EM OUTRA PARTE","2773",""
"32723","APNEIA DO SONO OBSTRUCTIVA (DO ADULTO) (PEDIATRICA)",,"ICD9","APNEIA DO SONO OBSTRUCTIVA (DO ADULTO) (PEDIATRICA)","3272",""
"36203","RETINOPATIA DIABETICA NAO PROLIFERATIVA, NAO ESPECIFICADA",,"ICD9","RETINOPATIA DIABETICA NAO PROLIFERATIVA, NAO ESPECIFICADA","3620",""
"47819","DOENCAS DA CAVIDADE NASAL E DOS SEIOS DA FACE NCOP",,"ICD9","DOENCAS DA CAVIDADE NASAL E DOS SEIOS DA FACE NCOP","4781",""
"52189","DOENCAS DOS TECIDOS DENTARIOS DUROS NCOP",,"ICD9","DOENCAS DOS TECIDOS DENTARIOS DUROS NCOP","5218",""
"52301","GENGIVITE AGUDA, NAO INDUZIDA POR PLACA",,"ICD9","GENGIVITE AGUDA, NAO INDUZIDA POR PLACA","5230",""
"52311","GENGIVITE CRONICA, NÃO  INDUZIDA POR PLACA",,"ICD9","GENGIVITE CRONICA, NÃO  INDUZIDA POR PLACA","5231",""
"52331","PERIODONTITE AGRESSIVA,  LOCALIZADA",,"ICD9","PERIODONTITE AGRESSIVA,  LOCALIZADA","5233",""
"52340","PERIODONTITE CRONICA, NAO ESPECIFICADA",,"ICD9","PERIODONTITE CRONICA, NAO ESPECIFICADA","5234",""
"52342","PERIODONTITE CRONICA, GENERALIZADA",,"ICD9","PERIODONTITE CRONICA, GENERALIZADA","5234",""
"56722","ABCESSO PERITONEAL",,"ICD9","ABCESSO PERITONEAL","5672",""
"56789","PERITONITE ESPECIFICADA NAO CLASSIFICAVEL EM OUTRA PARTE",,"ICD9","PERITONITE ESPECIFICADA NAO CLASSIFICAVEL EM OUTRA PARTE","5678",""
"5854","DOENCA RENAL CRONICA, ESTADIO IV (SEVERA)",,"ICD9","DOENCA RENAL CRONICA, ESTADIO IV (SEVERA)","585",""
"5856","DOENCA RENAL CRONICA TERMINAL",,"ICD9","DOENCA RENAL CRONICA TERMINAL","585",""
"5859","DOENCA RENAL CRONICA, NAO ESPECIFICADA",,"ICD9","DOENCA RENAL CRONICA, NAO ESPECIFICADA","585",""
"60821","TORCAO EXTRAVAGINAL DO CORDAO ESPERMATICO",,"ICD9","TORCAO EXTRAVAGINAL DO CORDAO ESPERMATICO","6082",""
"61681","MUCOSITE (ULCERATIVA) DO COLO UTERINO, VAGINA E VULVA",,"ICD9","MUCOSITE (ULCERATIVA) DO COLO UTERINO, VAGINA E VULVA","6168",""
"74","MALFORMACOES CONGENITAS",,"ICD9","MALFORMACOES CONGENITAS","INI",""
"75513","SINDACTILIA DE DEDOS DO PE SEM FUSAO OSSEA",,"ICD9","SINDACTILIA DE DEDOS DO PE SEM FUSAO OSSEA","7551",""
"75527","DEFICIENCIA LONGITUDINAL CUBITO COMPLETA OU PARCIAL",,"ICD9","DEFICIENCIA LONGITUDINAL CUBITO COMPLETA OU PARCIAL","7552",""
"75528","DEFICIENCIA LONGITUDINAL CARPO/METACARPO COMPLETA OU PARCIAL",,"ICD9","DEFICIENCIA LONGITUDINAL CARPO/METACARPO COMPLETA OU PARCIAL","7552",""
"75510","SINDACTILIA DE MULTIPLAS E INESPECIF. LOCALIZACOES",,"ICD9","SINDACTILIA DE MULTIPLAS E INESPECIF. LOCALIZACOES","7551",""
"75554","DEFORMIDADE DE MADELUNG",,"ICD9","DEFORMIDADE DE MADELUNG","7555",""
"75559","ANOMALIA MEMBRO SUPERIOR NCOP (CONGENITA)",,"ICD9","ANOMALIA MEMBRO SUPERIOR NCOP (CONGENITA)","7555",""
"75560","ANOMALIA CONGENITA DOS MEMBROS INFERIORES SOE",,"ICD9","ANOMALIA CONGENITA DOS MEMBROS INFERIORES SOE","7556",""
"75564","DEFORMIDADE CONGENITA DO JOELHO",,"ICD9","DEFORMIDADE CONGENITA DO JOELHO","7556",""
"75567","ANOMALIA CONGENITA DO PE NCOP",,"ICD9","ANOMALIA CONGENITA DO PE NCOP","7556",""
"7558","MALFORMACAO CONGENITA ESPECIFICADA NCOP DE MEMBROS NAO ESPECIFICADOS",,"ICD9","MALFORMACAO CONGENITA ESPECIFICADA NCOP DE MEMBROS NAO ESPECIFICADOS","755",""
"7560","MALFORMACAO CONGENITA DO CRANIO E OSSOS DA FACE",,"ICD9","MALFORMACAO CONGENITA DO CRANIO E OSSOS DA FACE","756",""
"75611","ESPONDILOLISTESE DA REGIAO LOMBOSSACRA",,"ICD9","ESPONDILOLISTESE DA REGIAO LOMBOSSACRA","7561",""
"9181","LESAO SUPERFICIAL DA CORNEA",,"ICD9","LESAO SUPERFICIAL DA CORNEA","918",""
"99642","DESLOCAMENTO DE PROTESE ARTICULAR",,"ICD9","DESLOCAMENTO DE PROTESE ARTICULAR","9964",""
"99644","FRACTURA PERI-PROTESICA A VOLTA DE PROTESE ARTICULAR",,"ICD9","FRACTURA PERI-PROTESICA A VOLTA DE PROTESE ARTICULAR","9964",""
