"COD_ACTO","DESIGNACAO","REQ_PROCESSO","COD_GRUPO","CONTAGEM","EST_GRUPO","CONT_TAXAS","CONT_FACT","DTA_DESACTIVO","COD_VERDIAG","DESIGNACAO_LONGA"
"719","OPERACOES NOS ORGAOS GENITAIS FEMININOS NCOP","",,1,,1,1,,"ICD9","OPERACOES NOS ORGAOS GENITAIS FEMININOS NCOP"
"74","CESARIANA E EXTRACCAO DE FETO","",,0,,1,1,,"ICD9","CESARIANA E EXTRACCAO DE FETO"
"740","CESARIANA CLASSICA","",,1,,1,1,,"ICD9","CESARIANA CLASSICA"
"7631","MANDIBULECTOMIA PARCIAL","",,1,,1,1,,"ICD9","MANDIBULECTOMIA PARCIAL"
"765","ARTROPLASTIA TEMPOROMANDIBULAR","",,1,,1,1,,"ICD9","ARTROPLASTIA TEMPOROMANDIBULAR"
"7661","OSTEOPLASTIA FECHADA (OSTEOTOMIA) DE RAMOS MANDIBULARES","",,1,,1,1,,"ICD9","OSTEOPLASTIA FECHADA (OSTEOTOMIA) DE RAMOS MANDIBULARES"
"7663","OSTEOPLASTIA (OSTEOTOMIA) DE CORPO MANDIBULAR","",,1,,1,1,,"ICD9","OSTEOPLASTIA (OSTEOTOMIA) DE CORPO MANDIBULAR"
"7664","CIRURGIAS ORTOGNATICAS NA MANDIBULA NCOP","",,1,,1,1,,"ICD9","CIRURGIAS ORTOGNATICAS NA MANDIBULA NCOP"
"7666","OSTEOPLASTIA TOTAL (OSTEOTOMIA) DA MAXILA","",,1,,1,1,,"ICD9","OSTEOPLASTIA TOTAL (OSTEOTOMIA) DA MAXILA"
"7668","GENIOPLASTIA DE AUMENTO","",,1,,1,1,,"ICD9","GENIOPLASTIA DE AUMENTO"
"7671","REDUCAO FECHADA DE FRACTURA DO MALAR e ARCADA ZIGOMATICA","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA DO MALAR e ARCADA ZIGOMATICA"
"7672","REDUCAO ABERTA DE FRACTURA DO MALAR e ARCADA ZIGOMATICA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DO MALAR e ARCADA ZIGOMATICA"
"7674","REDUCAO ABERTA DE FRACTURA DO MAXILAR","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DO MAXILAR"
"7676","REDUCAO ABERTA DE FRACTURA MANDIBULAR (COM ABORDAGEM)","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA MANDIBULAR (COM ABORDAGEM)"
"7691","ENXERTO OSSEO NO OSSO FACIAL","",,1,,1,1,,"ICD9","ENXERTO OSSEO NO OSSO FACIAL"
"7696","INJECCAO DE SUBSTANCIA TERAPEUTICA NA ARTICULACAO TEMPORO-MANDIB","",,1,,1,1,,"ICD9","INJECCAO DE SUBSTANCIA TERAPEUTICA NA ARTICULACAO TEMPORO-MANDIB"
"770","SEQUESTRECTOMIA","",,1,,1,1,,"ICD9","SEQUESTRECTOMIA"
"7718","INCISAO DE OSSO SEM SECCAO NCOP, TARSO E METATARSO","",,1,,1,1,,"ICD9","INCISAO DE OSSO SEM SECCAO NCOP, TARSO E METATARSO"
"7723","OSTEOTOMIA EM CUNHA, RADIO E CUBITO","",,1,,1,1,,"ICD9","OSTEOTOMIA EM CUNHA, RADIO E CUBITO"
"7725","OSTEOTOMIA EM CUNHA, FEMUR","",,1,,1,1,,"ICD9","OSTEOTOMIA EM CUNHA, FEMUR"
"7727","OSTEOTOMIA EM CUNHA, TIBIA E PERONEO","",,1,,1,1,,"ICD9","OSTEOTOMIA EM CUNHA, TIBIA E PERONEO"
"7729","OSTEOTOMIA EM CUNHA, NCOP","",,1,,1,1,,"ICD9","OSTEOTOMIA EM CUNHA, NCOP"
"7731","SECCOES DE OSSO NCOP, OMOPLATA CLAVICULA E TORAX [COSTELAS E EXT","",,1,,1,1,,"ICD9","SECCOES DE OSSO NCOP, OMOPLATA CLAVICULA E TORAX [COSTELAS E EXT"
"7745","BIOPSIA OSSEA, FEMUR","",,1,,1,1,,"ICD9","BIOPSIA OSSEA, FEMUR"
"7749","BIOPSIA OSSEA DE LOCALIZACAO NCOP","",,1,,1,1,,"ICD9","BIOPSIA OSSEA DE LOCALIZACAO NCOP"
"7751","CALECTOMIA OSSEA C/CORRECC.TEC.MOLES E OSTEOTOMIA DO 1.METATARSO","",,1,,1,1,,"ICD9","CALECTOMIA OSSEA C/CORRECC.TEC.MOLES E OSTEOTOMIA DO 1.METATARSO"
"7758","EXCISAO, FUSAO E REPARACAO OSSEA DE DEDOS DOS PES, NCOP","",,1,,1,1,,"ICD9","EXCISAO, FUSAO E REPARACAO OSSEA DE DEDOS DOS PES, NCOP"
"776","EXCISAO LOCALIZADA DE LESAO OU TECIDO OSSEO","",,1,,1,1,,"ICD9","EXCISAO LOCALIZADA DE LESAO OU TECIDO OSSEO"
"7761","EXCISAO LOCAL DE LESAO OU TECIDO DA OMOPLATA, CLAVICULA E TORAX","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE LESAO OU TECIDO DA OMOPLATA, CLAVICULA E TORAX"
"7765","EXCISAO LOCAL DE LESAO OU TECIDO DO FEMUR","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE LESAO OU TECIDO DO FEMUR"
"7767","EXCISAO LOCAL DE LESAO OU TECIDO DA TIBIA E PERONIO","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE LESAO OU TECIDO DA TIBIA E PERONIO"
"7769","EXCISAO LOCAL DE LESAO OU TECIDO OSSEO NCOP","",,1,,1,1,,"ICD9","EXCISAO LOCAL DE LESAO OU TECIDO OSSEO NCOP"
"7785","OSTECTOMIAS PARCIAIS NCOP, FEMUR","",,1,,1,1,,"ICD9","OSTECTOMIAS PARCIAIS NCOP, FEMUR"
"7786","OSTECTOMIAS PARCIAIS NCOP, ROTULA","",,1,,1,1,,"ICD9","OSTECTOMIAS PARCIAIS NCOP, ROTULA"
"7788","OSTECTOMIAS PARCIAIS NCOP, TARSO E METATARSO","",,1,,1,1,,"ICD9","OSTECTOMIAS PARCIAIS NCOP, TARSO E METATARSO"
"7790","OSTECTOMIA TOTAL, LOCALIZACAO NAO ESPECIFICADA","",,1,,1,1,,"ICD9","OSTECTOMIA TOTAL, LOCALIZACAO NAO ESPECIFICADA"
"7791","OSTECTOMIA TOTAL, OMOPLATA, CLAVICULA E TORAX [COSTELAS/ESTERNO]","",,1,,1,1,,"ICD9","OSTECTOMIA TOTAL, OMOPLATA, CLAVICULA E TORAX [COSTELAS/ESTERNO]"
"7803","ENXERTO OSSEO, RADIO E CUBITO","",,1,,1,1,,"ICD9","ENXERTO OSSEO, RADIO E CUBITO"
"7809","ENXERTO OSSEO, LOCALIZACAO NCOP","",,1,,1,1,,"ICD9","ENXERTO OSSEO, LOCALIZACAO NCOP"
"7825","PROCEDIMENTOS P/ENCURTAMENTO DE MEMBROS - FEMUR","",,1,,1,1,,"ICD9","PROCEDIMENTOS P/ENCURTAMENTO DE MEMBROS - FEMUR"
"7837","PROCEDIMENTOS P/AUMENTO DE MEMBROS - TIBIA E PERONEO","",,1,,1,1,,"ICD9","PROCEDIMENTOS P/AUMENTO DE MEMBROS - TIBIA E PERONEO"
"7848","REPARACAO OU OPERACAO PLASTICA NCOP, NO TARSO E METATARSO","",,1,,1,1,,"ICD9","REPARACAO OU OPERACAO PLASTICA NCOP, NO TARSO E METATARSO"
"785","FIXACAO INTERNA DE OSSO SEM REDUCAO DE FRACTURA","",,1,,1,1,,"ICD9","FIXACAO INTERNA DE OSSO SEM REDUCAO DE FRACTURA"
"7851","FIXACAO INTERNA OMOPLATA, CLAVICULA E TORAX, S/ REDUCAO FRACTURA","",,1,,1,1,,"ICD9","FIXACAO INTERNA OMOPLATA, CLAVICULA E TORAX, S/ REDUCAO FRACTURA"
"7852","FIXACAO INTERNA DO UMERO SEM REDUCAO DE FRACTURA","",,1,,1,1,,"ICD9","FIXACAO INTERNA DO UMERO SEM REDUCAO DE FRACTURA"
"7854","FIXACAO INTERNA DO CARPO E METACARPO, SEM REDUCAO DE FRACTURA","",,1,,1,1,,"ICD9","FIXACAO INTERNA DO CARPO E METACARPO, SEM REDUCAO DE FRACTURA"
"7858","FIXACAO INTERNA DO TARSO E METATARSO, SEM REDUCAO DE FRACTURA","",,1,,1,1,,"ICD9","FIXACAO INTERNA DO TARSO E METATARSO, SEM REDUCAO DE FRACTURA"
"786","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DE OSSO","",,1,,1,1,,"ICD9","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DE OSSO"
"7863","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DO RADIO E CUBITO","",,1,,1,1,,"ICD9","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DO RADIO E CUBITO"
"7865","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DO FEMUR","",,1,,1,1,,"ICD9","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DO FEMUR"
"7867","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DA TIBIA E PERONEO","",,1,,1,1,,"ICD9","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DA TIBIA E PERONEO"
"7869","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DE LOCALIZACAO NCOP","",,1,,1,1,,"ICD9","EXTRACCAO DE PROTESE DE FIXACAO INTERNA DE LOCALIZACAO NCOP"
"7877","OSTEOCLASIA (FRACTURA CIRURGICA) -TIBIA E PERONEO","",,1,,1,1,,"ICD9","OSTEOCLASIA (FRACTURA CIRURGICA) -TIBIA E PERONEO"
"791","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA"
"7911","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-UMERO","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-UMERO"
"7913","REDUCAO FECHADA DE FRACTURA CARPO OU METACARPO C/FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA CARPO OU METACARPO C/FIXACAO INTERNA"
"7915","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-FEMUR","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-FEMUR"
"7917","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-TARSO E METATARS","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA COM FIXACAO INTERNA-TARSO E METATARS"
"7919","REDUCAO FECHADA DE FRACTURA C/FIXACAO INTERNA-OSSO ESPECIF.NCOP","",,1,,1,1,,"ICD9","REDUCAO FECHADA DE FRACTURA C/FIXACAO INTERNA-OSSO ESPECIF.NCOP"
"793","REDUCAO ABERTA DE FRACTURA COM FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA COM FIXACAO INTERNA"
"7931","REDUCAO ABERTA DE FRACTURA DO UMERO, COM FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DO UMERO, COM FIXACAO INTERNA"
"7933","REDUCAO ABERTA DE FRACTURA DO CARPO E METACARPO, C/FIXACAO INTER","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DO CARPO E METACARPO, C/FIXACAO INTER"
"7935","REDUCAO ABERTA DE FRACTURA DO FEMUR, COM FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DO FEMUR, COM FIXACAO INTERNA"
"7936","REDUCAO ABERTA DE FRACTURA DA TIBIA E PERONEO, C/FIXACAO INTERNA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE FRACTURA DA TIBIA E PERONEO, C/FIXACAO INTERNA"
"7984","REDUCAO ABERTA DE LUXACAO DE MAO E DEDOS","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE LUXACAO DE MAO E DEDOS"
"7985","REDUCAO ABERTA DE LUXACAO DA ANCA","",,1,,1,1,,"ICD9","REDUCAO ABERTA DE LUXACAO DA ANCA"
"7998","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-FALANGES DO PE","",,1,,1,1,,"ICD9","OPERACAO NAO ESPECIFICADA EM LESAO OSSEA-FALANGES DO PE"
"8006","ARTROTOMIA PARA EXTRACCAO DE PROTESE DO JOELHO","",,1,,1,1,,"ICD9","ARTROTOMIA PARA EXTRACCAO DE PROTESE DO JOELHO"
"8012","ARTROTOMIA NCOP DO COTOVELO","",,1,,1,1,,"ICD9","ARTROTOMIA NCOP DO COTOVELO"
"8020","ARTROSCOPIA LOCALIZACAO NAO ESPECIFICADA","",,1,,1,1,,"ICD9","ARTROSCOPIA LOCALIZACAO NAO ESPECIFICADA"
"8022","ARTROSCOPIA COTOVELO","",,1,,1,1,,"ICD9","ARTROSCOPIA COTOVELO"
"8026","ARTROSCOPIA JOELHO","",,1,,1,1,,"ICD9","ARTROSCOPIA JOELHO"
"8034","BIOPSIA DE ESTRUTURA ARTICULAR MAO E DEDOS","",,1,,1,1,,"ICD9","BIOPSIA DE ESTRUTURA ARTICULAR MAO E DEDOS"
"8041","SECCAO DE CAPSULA ARTICULAR, LIGAMENTO OU CARTILAGEM OMBRO","",,1,,1,1,,"ICD9","SECCAO DE CAPSULA ARTICULAR, LIGAMENTO OU CARTILAGEM OMBRO"
"8051","EXCISAO DE DISCO INTERVERTEBRAL","",,1,,1,1,,"ICD9","EXCISAO DE DISCO INTERVERTEBRAL"
"8059","DESTRUICAO DE DISCO INTERVERTEBRAL,NCOP","",,1,,1,1,,"ICD9","DESTRUICAO DE DISCO INTERVERTEBRAL,NCOP"
"806","EXCISAO DE CARTILAGEM SEMILUNAR DO JOELHO","",,1,,1,1,,"ICD9","EXCISAO DE CARTILAGEM SEMILUNAR DO JOELHO"
"8072","SINOVECTOMIA COTOVELO","",,1,,1,1,,"ICD9","SINOVECTOMIA COTOVELO"
"8073","SINOVECTOMIA PUNHO","",,1,,1,1,,"ICD9","SINOVECTOMIA PUNHO"
"8077","SINOVECTOMIA TORNOZELO","",,1,,1,1,,"ICD9","SINOVECTOMIA TORNOZELO"
"8080","EXCISAO OU DESTRUICAO DE LESAO ARTICULAR","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO DE LESAO ARTICULAR"
"8086","EXCISOES LOCALIZADAS OU DESTRUICAO DE LESAO ARTICULAR NCOP JOELH","",,1,,1,1,,"ICD9","EXCISOES LOCALIZADAS OU DESTRUICAO DE LESAO ARTICULAR NCOP JOELH"
"8088","EXCISOES LOCALIZADAS OU DESTRUICAO DE LESAO ARTICULAR NCOP PE E","",,1,,1,1,,"ICD9","EXCISOES LOCALIZADAS OU DESTRUICAO DE LESAO ARTICULAR NCOP PE E"
"9654","DESCAMACAO POLIMENTO E DESBRIDAMENTO DENTARIO","",,1,,1,1,,"ICD9","DESCAMACAO POLIMENTO E DESBRIDAMENTO DENTARIO"
"9723","SUBSTITUICAO DE TUBO DE TRAQUEOSTOMIA","",,1,,1,1,,"ICD9","SUBSTITUICAO DE TUBO DE TRAQUEOSTOMIA"
"9737","REMOCAO DE TUBO DE TRAQUEOSTOMIA","",,1,,1,1,,"ICD9","REMOCAO DE TUBO DE TRAQUEOSTOMIA"
"9759","REMOCAO DE OUTROS DISPOSITIVOS DO APARELHO DIGESTIVO","",,1,,1,1,,"ICD9","REMOCAO DE OUTROS DISPOSITIVOS DO APARELHO DIGESTIVO"
"9769","REMOCAO DE OUTROS DISPOSITIVOS DO APARELHO URINARIO","",,1,,1,1,,"ICD9","REMOCAO DE OUTROS DISPOSITIVOS DO APARELHO URINARIO"
"9771","REMOCAO DE DISPOSITIVO CONTRACEPTIVO INTRAUTERINO","",,1,,1,1,,"ICD9","REMOCAO DE DISPOSITIVO CONTRACEPTIVO INTRAUTERINO"
"9789","REMOCAO DE DISPOSITIVOS TERAPEUTICOS NCOP","",,1,,1,1,,"ICD9","REMOCAO DE DISPOSITIVOS TERAPEUTICOS NCOP"
"8675","REVISAO DE ENXERTO PEDICULADO OU RETALHO","",,1,,1,1,,"ICD9","REVISAO DE ENXERTO PEDICULADO OU RETALHO"
"868","REPARACOES E RECONSTRUCOES DA PELE E TECIDO SUBCUTANEO","",,1,,1,1,,"ICD9","REPARACOES E RECONSTRUCOES DA PELE E TECIDO SUBCUTANEO"
"8681","REPARACAO DE FLACIDEZ DA FACE","",,1,,1,1,,"ICD9","REPARACAO DE FLACIDEZ DA FACE"
"8683","OPERACAO PLASTICA P/REDUCAO DO TAMANHO (PELE E TEC.SUBCUTANEO)","",,1,,1,1,,"ICD9","OPERACAO PLASTICA P/REDUCAO DO TAMANHO (PELE E TEC.SUBCUTANEO)"
"8684","RELAXAMENTO DE CICATRIZ OU CONTRATURA DE FAIXA DA PELE","",,1,,1,1,,"ICD9","RELAXAMENTO DE CICATRIZ OU CONTRATURA DE FAIXA DA PELE"
"8685","CORRECCAO DE SINDACTILIA","",,1,,1,1,,"ICD9","CORRECCAO DE SINDACTILIA"
"8686","ONICOPLASTIA","",,1,,1,1,,"ICD9","ONICOPLASTIA"
"8689","REPARACAO E RECONSTRUCAO DA PELE E TECIDO SUBCUTANEO, NCOP","",,1,,1,1,,"ICD9","REPARACAO E RECONSTRUCAO DA PELE E TECIDO SUBCUTANEO, NCOP"
"8692","ELECTROLISE E OUTRAS DEPILACOES DA PELE","",,1,,1,1,,"ICD9","ELECTROLISE E OUTRAS DEPILACOES DA PELE"
"8693","INSERCAO DE EXPANSOR DE TECIDOS","",,1,,1,1,,"ICD9","INSERCAO DE EXPANSOR DE TECIDOS"
"8699","OPERACAO NA PELE E TECIDO SUBCUTANEO, NCOP","",,1,,1,1,,"ICD9","OPERACAO NA PELE E TECIDO SUBCUTANEO, NCOP"
"8821","RADIOGRAFIA DOS OSSOS DO OMBRO E BRACO","",,1,,1,1,,"ICD9","RADIOGRAFIA DOS OSSOS DO OMBRO E BRACO"
"8832","ARTOGRAFIA DE CONTRASTE","",,1,,1,1,,"ICD9","ARTOGRAFIA DE CONTRASTE"
"8847","ARTERIOGRAFIA DE ARTERIAS INTRABDOMINAIS NCOP, UTIL.MAT.CONTRAST","",,1,,1,1,,"ICD9","ARTERIOGRAFIA DE ARTERIAS INTRABDOMINAIS NCOP, UTIL.MAT.CONTRAST"
"8848","ARTERIOGRAFIA DA FEMURAL E ARTERIAS DOS M.INF., UTILIZ.MAT.CONTR","",,1,,1,1,,"ICD9","ARTERIOGRAFIA DA FEMURAL E ARTERIAS DOS M.INF., UTILIZ.MAT.CONTR"
"885","ANGIOCARDIOGRAFIA UTILIZANDO PRODUTO DE CONTRASTE","",,1,,1,1,,"ICD9","ANGIOCARDIOGRAFIA UTILIZANDO PRODUTO DE CONTRASTE"
"8865","FLEBOGRAFIA DE VEIAS INTRABDOMINAIS NCOP, UTILIZANDO CONTRASTE","",,1,,1,1,,"ICD9","FLEBOGRAFIA DE VEIAS INTRABDOMINAIS NCOP, UTILIZANDO CONTRASTE"
"0221","INSERCAO OU SUBSTITUICAO DE DRENO VENTRICULAR EXTERNO (EVD)","",,1,,1,1,,"ICD9","INSERCAO OU SUBSTITUICAO DE DRENO VENTRICULAR EXTERNO (EVD)"
"0222","SHUNT OU ANASTOMOSE VENTRICULAR INTRACRANIANA","",,1,,1,1,,"ICD9","SHUNT OU ANASTOMOSE VENTRICULAR INTRACRANIANA"
"1267","INSERCAO DE DISPOSITIVO DE DRENAGEM DO HUMOR AQUOSO","",,1,,1,1,,"ICD9","INSERCAO DE DISPOSITIVO DE DRENAGEM DO HUMOR AQUOSO"
"0480","INJECCAO EM NERVO PERIFERICO NCOP","",,1,,1,1,,"ICD9","INJECCAO EM NERVO PERIFERICO NCOP"
"0481","INJECCAO DE ANESTESICO EM NERVO PERIFERICO PARA ANALGESIA","",,1,,1,1,,"ICD9","INJECCAO DE ANESTESICO EM NERVO PERIFERICO PARA ANALGESIA"
"0492","IMPLANTACAO OU SUBSTITUICAO DE NEURO-ESTIMULADOR PERIFERICO","",,1,,1,1,,"ICD9","IMPLANTACAO OU SUBSTITUICAO DE NEURO-ESTIMULADOR PERIFERICO"
"0523","SIMPATICECTOMIA LOMBAR","",,1,,1,1,,"ICD9","SIMPATICECTOMIA LOMBAR"
"0529","SIMPATICECTOMIA E GANGLIECTOMIA, NCOP","",,1,,1,1,,"ICD9","SIMPATICECTOMIA E GANGLIECTOMIA, NCOP"
"0612","BIOPSIA ABERTA DA GLANDULA TIROIDEIA","",,1,,1,1,,"ICD9","BIOPSIA ABERTA DA GLANDULA TIROIDEIA"
"0631","EXCISAO DE LESAO DA TIROIDE","",,1,,1,1,,"ICD9","EXCISAO DE LESAO DA TIROIDE"
"0689","PARATIROIDECTOMIA NCOP","",,1,,1,1,,"ICD9","PARATIROIDECTOMIA NCOP"
"1152","REPARACAO DE DEISCENCIA DE FERIDA POS OPERATORIA DA CORNEA","",,1,,1,1,,"ICD9","REPARACAO DE DEISCENCIA DE FERIDA POS OPERATORIA DA CORNEA"
"1161","QUERATOPLASTIA LAMELAR COM AUTO-ENXERTO","",,1,,1,1,,"ICD9","QUERATOPLASTIA LAMELAR COM AUTO-ENXERTO"
"1179","CIRURGIAS REPARADORAS DA CORNEA NCOP","",,1,,1,1,,"ICD9","CIRURGIAS REPARADORAS DA CORNEA NCOP"
"1200","REMOCAO DE CORPO ESTRANHO INTRAOCULAR DO SEGMENTO ANTERIOR DO OL","",,1,,1,1,,"ICD9","REMOCAO DE CORPO ESTRANHO INTRAOCULAR DO SEGMENTO ANTERIOR DO OL"
"1202","REMOCAO CORPO ESTRANHO INTRAOCULAR SEGMENTO ANTERIOR OLHO S/ UTI","",,1,,1,1,,"ICD9","REMOCAO CORPO ESTRANHO INTRAOCULAR SEGMENTO ANTERIOR OLHO S/ UTI"
"1213","EXCISAO DE PROLAPSO DA IRIS","",,1,,1,1,,"ICD9","EXCISAO DE PROLAPSO DA IRIS"
"1229","ACTOS DE DIAGNOSTICO NA IRIS CORPO CILIAR ESCLEROTICA E CAMARA A","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NA IRIS CORPO CILIAR ESCLEROTICA E CAMARA A"
"1241","DESTRUICAO DE LESAO DA IRIS NAO EXCISAVEL","",,1,,1,1,,"ICD9","DESTRUICAO DE LESAO DA IRIS NAO EXCISAVEL"
"1243","DESTRUICAO DE LESAO DO CORPO CILIAR NAO EXCISAVEL","",,1,,1,1,,"ICD9","DESTRUICAO DE LESAO DO CORPO CILIAR NAO EXCISAVEL"
"1264","TRABECULECTOMIA AB EXTERNO","",,1,,1,1,,"ICD9","TRABECULECTOMIA AB EXTERNO"
"1273","CICLOFOTOCOAGULACAO","",,1,,1,1,,"ICD9","CICLOFOTOCOAGULACAO"
"1281","SUTURA DE LACERACAO DA ESCLEROTICA","",,1,,1,1,,"ICD9","SUTURA DE LACERACAO DA ESCLEROTICA"
"1283","REVISAO DE FERIDA OPERATORIA DO SEGMENTO ANTERIOR NCOP","",,1,,1,1,,"ICD9","REVISAO DE FERIDA OPERATORIA DO SEGMENTO ANTERIOR NCOP"
"1299","OPERACOES NA CAMARA ANTERIOR NCOP","",,1,,1,1,,"ICD9","OPERACOES NA CAMARA ANTERIOR NCOP"
"1371","INSERCAO PROTESE INTRAOCULAR CRISTALINO SUCEDENDO A EXTRACCAO CA","",,1,,1,1,,"ICD9","INSERCAO PROTESE INTRAOCULAR CRISTALINO SUCEDENDO A EXTRACCAO CA"
"1400","REMOCAO DE CORPO ESTRANHO DO SEGMENTO POSTERIOR DO OLHO NCOP","",,1,,1,1,,"ICD9","REMOCAO DE CORPO ESTRANHO DO SEGMENTO POSTERIOR DO OLHO NCOP"
"0761","EXCISAO PARCIAL DA GLANDULA HIPOFISARIA POR VIA TRANSFRONTAL","",,1,,1,1,,"ICD9","EXCISAO PARCIAL DA GLANDULA HIPOFISARIA POR VIA TRANSFRONTAL"
"0823","EXCISAO DE LESAO MAIOR DA PALPEBRA ESPESSAMENTO PARCIAL","",,1,,1,1,,"ICD9","EXCISAO DE LESAO MAIOR DA PALPEBRA ESPESSAMENTO PARCIAL"
"0836","REPARACAO DE BLEFAROPTOSE POR OUTRAS TECNICAS","",,1,,1,1,,"ICD9","REPARACAO DE BLEFAROPTOSE POR OUTRAS TECNICAS"
"0841","REPARACAO DE ENTROPIO OU ECTROPIO POR TERMOCAUTERIZACAO","",,1,,1,1,,"ICD9","REPARACAO DE ENTROPIO OU ECTROPIO POR TERMOCAUTERIZACAO"
"0844","REPARACAO DE ENTROPIO OU ECTROPIO COM RECONSTRUCAO DA PALPEBRA","",,1,,1,1,,"ICD9","REPARACAO DE ENTROPIO OU ECTROPIO COM RECONSTRUCAO DA PALPEBRA"
"0859","AJUSTAMENTOS DE POSICAO DA PALPEBRA NCOP","",,1,,1,1,,"ICD9","AJUSTAMENTOS DE POSICAO DA PALPEBRA NCOP"
"0861","RECONSTRUCAO DE PALPEBRA COM ENXERTO OU RETALHO DE PELE","",,1,,1,1,,"ICD9","RECONSTRUCAO DE PALPEBRA COM ENXERTO OU RETALHO DE PELE"
"0873","RECONSTRUCAO DE PALPEBRA ENVOLVENDO O BORDO POR ESPESSAMENTO TOT","",,1,,1,1,,"ICD9","RECONSTRUCAO DE PALPEBRA ENVOLVENDO O BORDO POR ESPESSAMENTO TOT"
"0887","RITIDECTOMIA DA PALPEBRA SUPERIOR","",,1,,1,1,,"ICD9","RITIDECTOMIA DA PALPEBRA SUPERIOR"
"0891","DEPILACAO ELECTROCIRURGICA DA PALPEBRA","",,1,,1,1,,"ICD9","DEPILACAO ELECTROCIRURGICA DA PALPEBRA"
"0919","ACTOS DE DIAGNOSTICO NO APARELHO LACRIMAL NCOP","",,1,,1,1,,"ICD9","ACTOS DE DIAGNOSTICO NO APARELHO LACRIMAL NCOP"
"0942","EXPLORACAO DOS CANICULOS LACRIMAIS","",,1,,1,1,,"ICD9","EXPLORACAO DOS CANICULOS LACRIMAIS"
"0944","ENTUBACAO DE CANAL NASOLACRIMAL","",,1,,1,1,,"ICD9","ENTUBACAO DE CANAL NASOLACRIMAL"
"1021","BIOPSIA DA CONJUNTIVA","",,1,,1,1,,"ICD9","BIOPSIA DA CONJUNTIVA"
"9851","LITOTRIPSIA EXTRACORP. P/ONDAS CHOQUE DO RIM, URETER E/OU BEXIGA","",,1,,1,1,,"ICD9","LITOTRIPSIA EXTRACORP. P/ONDAS CHOQUE DO RIM, URETER E/OU BEXIGA"
"4836","POLIPECTOMIA [ENDOSCOPICA] DO RECTO","",,1,,1,1,,"ICD9","POLIPECTOMIA [ENDOSCOPICA] DO RECTO"
"6531","OOFORECTOMIA LAPAROSCOPICA UNILATERAL","",,1,,1,1,,"ICD9","OOFORECTOMIA LAPAROSCOPICA UNILATERAL"
"6525","EXCISAO OU DESTRUICAO LAPAROSCOPICA DE LESAO OU TECIDO DO OVARIO","",,1,,1,1,,"ICD9","EXCISAO OU DESTRUICAO LAPAROSCOPICA DE LESAO OU TECIDO DO OVARIO"
"6549","SALPINGO-OOFORECTOMIA UNILATERAL NCOP","",,1,,1,1,,"ICD9","SALPINGO-OOFORECTOMIA UNILATERAL NCOP"
"5451","LISE DE ADERENCIAS PERITONEAIS POR LAPAROSCOPIA","",,1,,1,1,,"ICD9","LISE DE ADERENCIAS PERITONEAIS POR LAPAROSCOPIA"
"3990","INSERSAO DE STENT OU STENTS ARTERIAIS NAO CORONARIOS","",,1,,1,1,,"ICD9","INSERSAO DE STENT OU STENTS ARTERIAIS NAO CORONARIOS"
